time,open,high,low,close,volume
2025-03-23T21:00:00.000000000Z,1.08156,1.08198,1.08141,1.08193,89
2025-03-23T21:30:00.000000000Z,1.0819,1.08195,1.08166,1.08182,350
2025-03-23T22:00:00.000000000Z,1.08183,1.08302,1.08167,1.08194,1261
2025-03-23T22:30:00.000000000Z,1.08193,1.08218,1.08176,1.08198,795
2025-03-23T23:00:00.000000000Z,1.082,1.0825,1.0819,1.08244,1056
2025-03-23T23:30:00.000000000Z,1.08243,1.08372,1.08234,1.0836,1486
2025-03-24T00:00:00.000000000Z,1.08361,1.08401,1.08328,1.08386,1862
2025-03-24T00:30:00.000000000Z,1.08385,1.08386,1.08334,1.08372,1789
2025-03-24T01:00:00.000000000Z,1.08372,1.08375,1.08251,1.08258,2768
2025-03-24T01:30:00.000000000Z,1.08258,1.08288,1.08228,1.08262,2415
2025-03-24T02:00:00.000000000Z,1.08261,1.08322,1.0826,1.0832,2043
2025-03-24T02:30:00.000000000Z,1.0832,1.08322,1.08246,1.0825,1686
2025-03-24T03:00:00.000000000Z,1.0825,1.08294,1.0825,1.08278,1605
2025-03-24T03:30:00.000000000Z,1.08276,1.08278,1.08202,1.08204,1679
2025-03-24T04:00:00.000000000Z,1.08204,1.08227,1.08172,1.08195,1465
2025-03-24T04:30:00.000000000Z,1.08194,1.08244,1.08194,1.08228,1068
2025-03-24T05:00:00.000000000Z,1.08227,1.08262,1.08184,1.08262,1956
2025-03-24T05:30:00.000000000Z,1.08262,1.08309,1.08246,1.08292,2080
2025-03-24T06:00:00.000000000Z,1.08291,1.08396,1.0828,1.08384,2985
2025-03-24T06:30:00.000000000Z,1.08383,1.08448,1.0837,1.08397,2555
2025-03-24T07:00:00.000000000Z,1.08396,1.08497,1.08376,1.08489,3514
2025-03-24T07:30:00.000000000Z,1.08488,1.085,1.08332,1.08382,3642
2025-03-24T08:00:00.000000000Z,1.08383,1.08583,1.08376,1.08556,6861
2025-03-24T08:30:00.000000000Z,1.0855,1.0855,1.08393,1.0843,5552
2025-03-24T09:00:00.000000000Z,1.08432,1.0845,1.08288,1.08332,4889
2025-03-24T09:30:00.000000000Z,1.08336,1.08445,1.08284,1.08392,4453
2025-03-24T10:00:00.000000000Z,1.08394,1.08522,1.08366,1.08522,3160
2025-03-24T10:30:00.000000000Z,1.08522,1.08548,1.0846,1.08482,3265
2025-03-24T11:00:00.000000000Z,1.08482,1.08495,1.08438,1.08458,2580
2025-03-24T11:30:00.000000000Z,1.08458,1.08468,1.08323,1.08326,2888
2025-03-24T12:00:00.000000000Z,1.08325,1.08346,1.08216,1.08248,3098
2025-03-24T12:30:00.000000000Z,1.0825,1.083,1.0822,1.08298,3597
2025-03-24T13:00:00.000000000Z,1.083,1.08308,1.08176,1.08222,3355
2025-03-24T13:30:00.000000000Z,1.08222,1.08251,1.07926,1.07932,6412
2025-03-24T14:00:00.000000000Z,1.07932,1.08204,1.07905,1.08123,6040
2025-03-24T14:30:00.000000000Z,1.0812,1.0812,1.07942,1.07996,5343
2025-03-24T15:00:00.000000000Z,1.07996,1.08056,1.07932,1.0796,5083
2025-03-24T15:30:00.000000000Z,1.0796,1.08041,1.07906,1.0794,4479
2025-03-24T16:00:00.000000000Z,1.0794,1.08073,1.07938,1.07962,3393
2025-03-24T16:30:00.000000000Z,1.07961,1.07982,1.07816,1.07918,4583
2025-03-24T17:00:00.000000000Z,1.07918,1.07967,1.07882,1.07944,2934
2025-03-24T17:30:00.000000000Z,1.07944,1.07948,1.07848,1.07878,3201
2025-03-24T18:00:00.000000000Z,1.07876,1.0794,1.0784,1.07934,2302
2025-03-24T18:30:00.000000000Z,1.07933,1.08133,1.07932,1.08052,4614
2025-03-24T19:00:00.000000000Z,1.08053,1.08072,1.08012,1.08032,1266
2025-03-24T19:30:00.000000000Z,1.08032,1.0804,1.07972,1.08022,1008
2025-03-24T20:00:00.000000000Z,1.0802,1.08062,1.08011,1.08032,779
2025-03-24T20:30:00.000000000Z,1.08032,1.08033,1.08001,1.08012,962
2025-03-24T21:00:00.000000000Z,1.08013,1.08019,1.07974,1.07978,354
2025-03-24T21:30:00.000000000Z,1.0798,1.08018,1.07973,1.08006,385
2025-03-24T22:00:00.000000000Z,1.08006,1.0803,1.07952,1.0799,456
2025-03-24T22:30:00.000000000Z,1.07989,1.08027,1.07986,1.08026,470
2025-03-24T23:00:00.000000000Z,1.08027,1.08038,1.08006,1.08022,462
2025-03-24T23:30:00.000000000Z,1.08022,1.08034,1.08006,1.08026,594
2025-03-25T00:00:00.000000000Z,1.08025,1.08025,1.07963,1.07964,1181
2025-03-25T00:30:00.000000000Z,1.07965,1.0803,1.07962,1.08002,1333
2025-03-25T01:00:00.000000000Z,1.08002,1.08087,1.08,1.08045,1912
2025-03-25T01:30:00.000000000Z,1.08044,1.08066,1.08015,1.08022,1864
2025-03-25T02:00:00.000000000Z,1.08023,1.08051,1.07982,1.0799,1799
2025-03-25T02:30:00.000000000Z,1.07989,1.08018,1.07944,1.07967,1375
2025-03-25T03:00:00.000000000Z,1.07966,1.08033,1.0796,1.08002,1417
2025-03-25T03:30:00.000000000Z,1.08002,1.08037,1.07992,1.08031,1056
2025-03-25T04:00:00.000000000Z,1.08032,1.0808,1.08026,1.0808,1198
2025-03-25T04:30:00.000000000Z,1.08079,1.0809,1.08032,1.08034,1190
2025-03-25T05:00:00.000000000Z,1.08034,1.08072,1.08024,1.08062,944
2025-03-25T05:30:00.000000000Z,1.08062,1.08062,1.08012,1.0803,1013
2025-03-25T06:00:00.000000000Z,1.0803,1.08046,1.07962,1.07964,1691
2025-03-25T06:30:00.000000000Z,1.07963,1.07988,1.0793,1.07948,1736
2025-03-25T07:00:00.000000000Z,1.07947,1.08022,1.07896,1.07934,2823
2025-03-25T07:30:00.000000000Z,1.07933,1.07938,1.07852,1.07874,3183
2025-03-25T08:00:00.000000000Z,1.07875,1.07901,1.0777,1.07786,4049
2025-03-25T08:30:00.000000000Z,1.07786,1.07923,1.07784,1.07906,3803
2025-03-25T09:00:00.000000000Z,1.07906,1.07998,1.07876,1.07982,3887
2025-03-25T09:30:00.000000000Z,1.07981,1.0804,1.07941,1.08006,3034
2025-03-25T10:00:00.000000000Z,1.08006,1.08191,1.08,1.08171,4309
2025-03-25T10:30:00.000000000Z,1.0817,1.08246,1.08113,1.08202,3094
2025-03-25T11:00:00.000000000Z,1.08203,1.0824,1.08109,1.0821,3765
2025-03-25T11:30:00.000000000Z,1.08207,1.08278,1.08165,1.0818,3084
2025-03-25T12:00:00.000000000Z,1.08178,1.08228,1.08158,1.08212,3193
2025-03-25T12:30:00.000000000Z,1.08212,1.08302,1.08193,1.08253,3543
2025-03-25T13:00:00.000000000Z,1.08254,1.0828,1.08189,1.08223,3765
2025-03-25T13:30:00.000000000Z,1.08224,1.08264,1.08139,1.08171,4518
2025-03-25T14:00:00.000000000Z,1.0817,1.0822,1.0802,1.0806,6180
2025-03-25T14:30:00.000000000Z,1.0806,1.08203,1.08046,1.08126,4974
2025-03-25T15:00:00.000000000Z,1.08127,1.08197,1.08124,1.0818,4342
2025-03-25T15:30:00.000000000Z,1.08183,1.08186,1.07974,1.08034,4669
2025-03-25T16:00:00.000000000Z,1.08032,1.08122,1.0802,1.08099,4247
2025-03-25T16:30:00.000000000Z,1.081,1.08132,1.08054,1.08066,2886
2025-03-25T17:00:00.000000000Z,1.08068,1.08171,1.08066,1.08092,2972
2025-03-25T17:30:00.000000000Z,1.08094,1.0812,1.0806,1.08096,2259
2025-03-25T18:00:00.000000000Z,1.08096,1.08096,1.0801,1.08016,1904
2025-03-25T18:30:00.000000000Z,1.08018,1.08044,1.07971,1.07986,2224
2025-03-25T19:00:00.000000000Z,1.07987,1.0802,1.07909,1.07912,2342
2025-03-25T19:30:00.000000000Z,1.07913,1.07992,1.07913,1.07955,2024
2025-03-25T20:00:00.000000000Z,1.07954,1.07958,1.07898,1.07912,785
2025-03-25T20:30:00.000000000Z,1.07912,1.07932,1.07901,1.07918,1047
2025-03-25T21:00:00.000000000Z,1.0794,1.07944,1.07904,1.07912,155
2025-03-25T21:30:00.000000000Z,1.07914,1.07929,1.07912,1.07918,104
2025-03-25T22:00:00.000000000Z,1.0792,1.07932,1.07912,1.07916,595
2025-03-25T22:30:00.000000000Z,1.07914,1.07915,1.0788,1.07886,423
2025-03-25T23:00:00.000000000Z,1.07886,1.0789,1.07864,1.07876,526
2025-03-25T23:30:00.000000000Z,1.07874,1.0789,1.07854,1.07888,494
2025-03-26T00:00:00.000000000Z,1.07889,1.07924,1.0787,1.07893,1205
2025-03-26T00:30:00.000000000Z,1.07894,1.07922,1.07836,1.07844,1923
2025-03-26T01:00:00.000000000Z,1.07844,1.07873,1.07781,1.07862,2582
2025-03-26T01:30:00.000000000Z,1.07863,1.07956,1.07858,1.07938,2557
2025-03-26T02:00:00.000000000Z,1.07938,1.07958,1.07903,1.07942,1415
2025-03-26T02:30:00.000000000Z,1.07942,1.07973,1.07929,1.07952,1240
2025-03-26T03:00:00.000000000Z,1.07953,1.07964,1.079,1.079,1260
2025-03-26T03:30:00.000000000Z,1.07902,1.07916,1.07839,1.0786,1190
2025-03-26T04:00:00.000000000Z,1.07862,1.07878,1.07828,1.07853,999
2025-03-26T04:30:00.000000000Z,1.07852,1.07856,1.07811,1.07842,868
2025-03-26T05:00:00.000000000Z,1.0784,1.0784,1.0778,1.07828,1203
2025-03-26T05:30:00.000000000Z,1.07824,1.07872,1.0782,1.07854,1702
2025-03-26T06:00:00.000000000Z,1.07852,1.07884,1.07824,1.07875,1999
2025-03-26T06:30:00.000000000Z,1.07876,1.07884,1.07822,1.0787,1788
2025-03-26T07:00:00.000000000Z,1.07868,1.07915,1.07814,1.07903,3864
2025-03-26T07:30:00.000000000Z,1.07904,1.07906,1.07832,1.07862,3916
2025-03-26T08:00:00.000000000Z,1.07862,1.0794,1.07854,1.07924,4740
2025-03-26T08:30:00.000000000Z,1.07924,1.07999,1.07888,1.07994,3941
2025-03-26T09:00:00.000000000Z,1.07992,1.08,1.0793,1.07983,3025
2025-03-26T09:30:00.000000000Z,1.07982,1.08029,1.07944,1.07958,2701
2025-03-26T10:00:00.000000000Z,1.07958,1.08018,1.07941,1.07958,2615
2025-03-26T10:30:00.000000000Z,1.0796,1.07961,1.07868,1.07918,2407
2025-03-26T11:00:00.000000000Z,1.07919,1.0795,1.07886,1.07928,2204
2025-03-26T11:30:00.000000000Z,1.07929,1.07979,1.07914,1.07922,2572
2025-03-26T12:00:00.000000000Z,1.07923,1.07937,1.07827,1.07914,3412
2025-03-26T12:30:00.000000000Z,1.07911,1.07911,1.0782,1.07844,5537
2025-03-26T13:00:00.000000000Z,1.07844,1.07908,1.07701,1.07706,4862
2025-03-26T13:30:00.000000000Z,1.07706,1.07795,1.07676,1.07748,4985
2025-03-26T14:00:00.000000000Z,1.07747,1.07954,1.07731,1.07928,6536
2025-03-26T14:30:00.000000000Z,1.0793,1.07956,1.0788,1.07907,4131
2025-03-26T15:00:00.000000000Z,1.07908,1.07946,1.0782,1.0785,3264
2025-03-26T15:30:00.000000000Z,1.07856,1.07897,1.07676,1.07808,5081
2025-03-26T16:00:00.000000000Z,1.07809,1.07909,1.0777,1.0788,5249
2025-03-26T16:30:00.000000000Z,1.07878,1.0792,1.07864,1.07878,2902
2025-03-26T17:00:00.000000000Z,1.07877,1.07894,1.07548,1.0757,5638
2025-03-26T17:30:00.000000000Z,1.0757,1.07712,1.0752,1.07568,4863
2025-03-26T18:00:00.000000000Z,1.07566,1.07617,1.0754,1.07548,3069
2025-03-26T18:30:00.000000000Z,1.07549,1.07591,1.07532,1.07553,2753
2025-03-26T19:00:00.000000000Z,1.07552,1.07559,1.07451,1.07456,1938
2025-03-26T19:30:00.000000000Z,1.07456,1.07535,1.07439,1.07516,1980
2025-03-26T20:00:00.000000000Z,1.07518,1.07558,1.07508,1.07535,823
2025-03-26T20:30:00.000000000Z,1.07536,1.07568,1.07506,1.07528,1467
2025-03-26T21:00:00.000000000Z,1.07578,1.07578,1.07366,1.07385,570
2025-03-26T21:30:00.000000000Z,1.07386,1.07444,1.07352,1.07371,859
2025-03-26T22:00:00.000000000Z,1.0737,1.07447,1.0733,1.0735,1935
2025-03-26T22:30:00.000000000Z,1.07349,1.07398,1.07334,1.07372,1015
2025-03-26T23:00:00.000000000Z,1.0737,1.07426,1.07357,1.07412,1593
2025-03-26T23:30:00.000000000Z,1.07411,1.07446,1.07404,1.07411,1245
2025-03-27T00:00:00.000000000Z,1.07412,1.07498,1.07408,1.07451,1951
2025-03-27T00:30:00.000000000Z,1.07452,1.07577,1.07446,1.07558,1642
2025-03-27T01:00:00.000000000Z,1.07557,1.07644,1.07553,1.07644,1741
2025-03-27T01:30:00.000000000Z,1.07644,1.0769,1.0761,1.07653,2316
2025-03-27T02:00:00.000000000Z,1.07654,1.07774,1.0765,1.07766,1902
2025-03-27T02:30:00.000000000Z,1.07768,1.07801,1.07752,1.0776,1332
2025-03-27T03:00:00.000000000Z,1.0776,1.07789,1.07731,1.0774,1081
2025-03-27T03:30:00.000000000Z,1.0774,1.07798,1.0774,1.07782,881
