time,open,high,low,close,volume
2025-03-23T21:00:00.000000000Z,149.366,149.37,149.364,149.37,82
2025-03-23T21:30:00.000000000Z,149.368,149.408,149.361,149.392,116
2025-03-23T22:00:00.000000000Z,149.39,149.612,149.378,149.608,2422
2025-03-23T22:30:00.000000000Z,149.608,149.64,149.554,149.579,1936
2025-03-23T23:00:00.000000000Z,149.578,149.607,149.504,149.568,3041
2025-03-23T23:30:00.000000000Z,149.567,149.692,149.534,149.666,3630
2025-03-24T00:00:00.000000000Z,149.67,149.718,149.456,149.622,6660
2025-03-24T00:30:00.000000000Z,149.623,149.782,149.595,149.742,5409
2025-03-24T01:00:00.000000000Z,149.742,149.869,149.682,149.866,5237
2025-03-24T01:30:00.000000000Z,149.864,149.956,149.819,149.822,4305
2025-03-24T02:00:00.000000000Z,149.822,149.845,149.744,149.776,3617
2025-03-24T02:30:00.000000000Z,149.776,149.85,149.738,149.838,2805
2025-03-24T03:00:00.000000000Z,149.838,149.912,149.818,149.87,2639
2025-03-24T03:30:00.000000000Z,149.87,149.872,149.736,149.81,2910
2025-03-24T04:00:00.000000000Z,149.814,149.827,149.757,149.758,2941
2025-03-24T04:30:00.000000000Z,149.758,149.778,149.711,149.77,2287
2025-03-24T05:00:00.000000000Z,149.772,149.87,149.77,149.77,3490
2025-03-24T05:30:00.000000000Z,149.77,149.796,149.658,149.693,3511
2025-03-24T06:00:00.000000000Z,149.692,149.784,149.568,149.618,4847
2025-03-24T06:30:00.000000000Z,149.618,149.671,149.534,149.664,4287
2025-03-24T07:00:00.000000000Z,149.665,149.851,149.618,149.744,6911
2025-03-24T07:30:00.000000000Z,149.742,149.8,149.646,149.648,5005
2025-03-24T08:00:00.000000000Z,149.648,149.756,149.624,149.701,8854
2025-03-24T08:30:00.000000000Z,149.698,149.72,149.529,149.626,7135
2025-03-24T09:00:00.000000000Z,149.624,149.688,149.518,149.606,6542
2025-03-24T09:30:00.000000000Z,149.606,149.716,149.535,149.568,6247
2025-03-24T10:00:00.000000000Z,149.566,149.59,149.522,149.522,4359
2025-03-24T10:30:00.000000000Z,149.518,149.622,149.495,149.605,4326
2025-03-24T11:00:00.000000000Z,149.606,149.723,149.604,149.717,4660
2025-03-24T11:30:00.000000000Z,149.718,149.8,149.682,149.752,3558
2025-03-24T12:00:00.000000000Z,149.754,149.845,149.706,149.816,5005
2025-03-24T12:30:00.000000000Z,149.818,149.868,149.782,149.828,5578
2025-03-24T13:00:00.000000000Z,149.828,149.83,149.754,149.8,5641
2025-03-24T13:30:00.000000000Z,149.797,150.258,149.755,150.24,10592
2025-03-24T14:00:00.000000000Z,150.243,150.294,150.134,150.275,9610
2025-03-24T14:30:00.000000000Z,150.276,150.542,150.266,150.472,7921
2025-03-24T15:00:00.000000000Z,150.472,150.67,150.444,150.636,6164
2025-03-24T15:30:00.000000000Z,150.636,150.76,150.58,150.74,7721
2025-03-24T16:00:00.000000000Z,150.74,150.756,150.578,150.612,6209
2025-03-24T16:30:00.000000000Z,150.612,150.626,150.527,150.576,5983
2025-03-24T17:00:00.000000000Z,150.576,150.598,150.486,150.542,5630
2025-03-24T17:30:00.000000000Z,150.544,150.642,150.53,150.608,4919
2025-03-24T18:00:00.000000000Z,150.608,150.632,150.538,150.603,4289
2025-03-24T18:30:00.000000000Z,150.604,150.619,150.486,150.546,6283
2025-03-24T19:00:00.000000000Z,150.546,150.585,150.504,150.584,3772
2025-03-24T19:30:00.000000000Z,150.586,150.656,150.568,150.647,3438
2025-03-24T20:00:00.000000000Z,150.646,150.708,150.64,150.676,1957
2025-03-24T20:30:00.000000000Z,150.675,150.72,150.666,150.701,1748
2025-03-24T21:00:00.000000000Z,150.636,150.701,150.636,150.69,206
2025-03-24T21:30:00.000000000Z,150.688,150.698,150.656,150.681,452
2025-03-24T22:00:00.000000000Z,150.678,150.766,150.67,150.69,1030
2025-03-24T22:30:00.000000000Z,150.694,150.744,150.683,150.729,1015
2025-03-24T23:00:00.000000000Z,150.73,150.829,150.663,150.772,2091
2025-03-24T23:30:00.000000000Z,150.774,150.866,150.677,150.782,4306
2025-03-25T00:00:00.000000000Z,150.785,150.946,150.775,150.938,5848
2025-03-25T00:30:00.000000000Z,150.938,150.944,150.82,150.937,5143
2025-03-25T01:00:00.000000000Z,150.936,150.94,150.746,150.752,5247
2025-03-25T01:30:00.000000000Z,150.752,150.76,150.601,150.668,4369
2025-03-25T02:00:00.000000000Z,150.67,150.697,150.584,150.64,3615
2025-03-25T02:30:00.000000000Z,150.64,150.794,150.632,150.77,3098
2025-03-25T03:00:00.000000000Z,150.769,150.795,150.64,150.735,2821
2025-03-25T03:30:00.000000000Z,150.734,150.748,150.602,150.622,3389
2025-03-25T04:00:00.000000000Z,150.623,150.662,150.538,150.589,3338
2025-03-25T04:30:00.000000000Z,150.588,150.592,150.512,150.56,2930
2025-03-25T05:00:00.000000000Z,150.56,150.568,150.43,150.464,3262
2025-03-25T05:30:00.000000000Z,150.463,150.48,150.426,150.432,2433
2025-03-25T06:00:00.000000000Z,150.433,150.571,150.416,150.554,3865
2025-03-25T06:30:00.000000000Z,150.554,150.578,150.438,150.549,3614
2025-03-25T07:00:00.000000000Z,150.552,150.679,150.54,150.672,4671
2025-03-25T07:30:00.000000000Z,150.672,150.744,150.628,150.723,4454
2025-03-25T08:00:00.000000000Z,150.724,150.768,150.596,150.628,6769
2025-03-25T08:30:00.000000000Z,150.629,150.658,150.548,150.624,4866
2025-03-25T09:00:00.000000000Z,150.625,150.672,150.536,150.613,4429
2025-03-25T09:30:00.000000000Z,150.614,150.636,150.406,150.493,4651
2025-03-25T10:00:00.000000000Z,150.494,150.504,150.304,150.348,5774
2025-03-25T10:30:00.000000000Z,150.349,150.404,150.178,150.208,4812
2025-03-25T11:00:00.000000000Z,150.209,150.264,150.071,150.136,5315
2025-03-25T11:30:00.000000000Z,150.138,150.207,150.06,150.178,3833
2025-03-25T12:00:00.000000000Z,150.177,150.179,150.065,150.088,4260
2025-03-25T12:30:00.000000000Z,150.088,150.088,149.86,149.972,6028
2025-03-25T13:00:00.000000000Z,149.972,149.981,149.776,149.796,5969
2025-03-25T13:30:00.000000000Z,149.795,149.854,149.72,149.786,8922
2025-03-25T14:00:00.000000000Z,149.789,149.873,149.668,149.804,11744
2025-03-25T14:30:00.000000000Z,149.808,149.84,149.672,149.728,7448
2025-03-25T15:00:00.000000000Z,149.727,149.81,149.558,149.56,6915
2025-03-25T15:30:00.000000000Z,149.559,149.777,149.55,149.766,8179
2025-03-25T16:00:00.000000000Z,149.766,149.831,149.718,149.759,5921
2025-03-25T16:30:00.000000000Z,149.761,149.776,149.706,149.776,4146
2025-03-25T17:00:00.000000000Z,149.776,149.86,149.732,149.746,4475
2025-03-25T17:30:00.000000000Z,149.746,149.787,149.73,149.75,3297
2025-03-25T18:00:00.000000000Z,149.747,149.822,149.714,149.818,1952
2025-03-25T18:30:00.000000000Z,149.816,149.864,149.774,149.852,3232
2025-03-25T19:00:00.000000000Z,149.851,149.918,149.846,149.89,3121
2025-03-25T19:30:00.000000000Z,149.89,149.942,149.858,149.86,3834
2025-03-25T20:00:00.000000000Z,149.86,149.942,149.854,149.9,1364
2025-03-25T20:30:00.000000000Z,149.9,149.924,149.892,149.914,1373
2025-03-25T21:00:00.000000000Z,149.914,149.926,149.888,149.912,266
2025-03-25T21:30:00.000000000Z,149.912,149.923,149.891,149.896,308
2025-03-25T22:00:00.000000000Z,149.9,149.948,149.898,149.937,698
2025-03-25T22:30:00.000000000Z,149.935,149.984,149.93,149.962,764
2025-03-25T23:00:00.000000000Z,149.96,149.995,149.922,149.982,1472
2025-03-25T23:30:00.000000000Z,149.985,150.012,149.929,149.944,2084
2025-03-26T00:00:00.000000000Z,149.944,150.032,149.841,149.994,5810
2025-03-26T00:30:00.000000000Z,149.995,150.198,149.946,150.176,6024
2025-03-26T01:00:00.000000000Z,150.172,150.282,150.097,150.246,5835
2025-03-26T01:30:00.000000000Z,150.245,150.28,150.05,150.076,4925
2025-03-26T02:00:00.000000000Z,150.076,150.207,150.053,150.142,2956
2025-03-26T02:30:00.000000000Z,150.144,150.276,150.13,150.263,3154
2025-03-26T03:00:00.000000000Z,150.262,150.422,150.24,150.417,3387
2025-03-26T03:30:00.000000000Z,150.418,150.47,150.37,150.434,2643
2025-03-26T04:00:00.000000000Z,150.434,150.521,150.433,150.506,3047
2025-03-26T04:30:00.000000000Z,150.505,150.546,150.476,150.544,2634
2025-03-26T05:00:00.000000000Z,150.544,150.624,150.528,150.587,3462
2025-03-26T05:30:00.000000000Z,150.588,150.597,150.452,150.473,3773
2025-03-26T06:00:00.000000000Z,150.474,150.61,150.448,150.533,3605
2025-03-26T06:30:00.000000000Z,150.532,150.583,150.44,150.446,3884
2025-03-26T07:00:00.000000000Z,150.446,150.59,150.419,150.471,5941
2025-03-26T07:30:00.000000000Z,150.47,150.52,150.366,150.398,4917
2025-03-26T08:00:00.000000000Z,150.397,150.412,150.152,150.258,7950
2025-03-26T08:30:00.000000000Z,150.258,150.26,150.092,150.122,5503
2025-03-26T09:00:00.000000000Z,150.122,150.136,150.048,150.098,5248
2025-03-26T09:30:00.000000000Z,150.098,150.195,150.088,150.114,4250
2025-03-26T10:00:00.000000000Z,150.112,150.13,150.021,150.114,3446
2025-03-26T10:30:00.000000000Z,150.112,150.226,150.112,150.186,2801
2025-03-26T11:00:00.000000000Z,150.187,150.213,150.139,150.181,3067
2025-03-26T11:30:00.000000000Z,150.182,150.272,150.136,150.21,3082
2025-03-26T12:00:00.000000000Z,150.21,150.321,150.116,150.134,5516
2025-03-26T12:30:00.000000000Z,150.136,150.442,150.136,150.394,8668
